epsilon ; nb messages ; time (sec) ; correct
0.95 ; 2 ; 0.000989675521850586 ; True
0.9 ; 2 ; 0.0008900165557861328 ; True
0.85 ; 2 ; 0.0009703636169433594 ; True
0.8 ; 2 ; 0.0008895397186279297 ; True
0.75 ; 2 ; 0.0008997917175292969 ; True
0.7 ; 2 ; 0.0010387897491455078 ; True
0.65 ; 2 ; 0.0009701251983642578 ; True
0.6 ; 2 ; 0.0009047985076904297 ; True
0.55 ; 2 ; 0.0008869171142578125 ; True
0.5 ; 3 ; 0.0024771690368652344 ; True
0.45 ; 3 ; 0.0017430782318115234 ; True
0.4 ; 3 ; 0.0017766952514648438 ; True
0.35 ; 3 ; 0.0018718242645263672 ; True
0.3 ; 4 ; 0.0035648345947265625 ; True
0.25 ; 5 ; 0.0045964717864990234 ; True
0.2 ; 6 ; 0.0058820247650146484 ; True
0.15 ; 8 ; 0.009116888046264648 ; True
0.1 ; 11 ; 0.016463041305541992 ; True
0.09 ; 13 ; 0.0227358341217041 ; True
0.08 ; 14 ; 0.026840925216674805 ; True
0.07 ; 16 ; 0.03690218925476074 ; True
0.06 ; 20 ; 0.06630206108093262 ; True
0.05 ; 25 ; 0.11641526222229004 ; True
0.04 ; 35 ; 0.30561351776123047 ; True
0.03 ; 59 ; 1.4495608806610107 ; True
0.02 ; 80 ; 62.99483060836792 ; False
