epsilon ; nb messages ; time (sec) ; correct
1.0 ; 2 ; 0.002119779586791992 ; True
0.95 ; 2 ; 0.0010821819305419922 ; True
0.9 ; 2 ; 0.0010302066802978516 ; True
0.85 ; 2 ; 0.0010440349578857422 ; True
0.8 ; 2 ; 0.0010304450988769531 ; True
0.75 ; 2 ; 0.0010654926300048828 ; True
0.7 ; 2 ; 0.0010421276092529297 ; True
0.65 ; 2 ; 0.0010089874267578125 ; True
0.6 ; 2 ; 0.0011472702026367188 ; True
0.55 ; 2 ; 0.0010178089141845703 ; True
0.5 ; 3 ; 0.0030312538146972656 ; True
0.45 ; 3 ; 0.0024085044860839844 ; True
0.4 ; 3 ; 0.0023193359375 ; True
0.35 ; 3 ; 0.002360105514526367 ; True
0.3 ; 4 ; 0.004912376403808594 ; True
0.25 ; 5 ; 0.007615327835083008 ; True
0.2 ; 6 ; 0.01123356819152832 ; True
0.15 ; 7 ; 0.016684293746948242 ; True
0.1 ; 11 ; 0.05855727195739746 ; True
0.09 ; 13 ; 0.10476446151733398 ; True
0.08 ; 14 ; 0.12636399269104004 ; True
0.07 ; 16 ; 0.20279526710510254 ; True
0.06 ; 19 ; 0.3617687225341797 ; True
0.05 ; 24 ; 0.7606067657470703 ; True
0.04 ; 35 ; 2.526097297668457 ; True
