epsilon ; nb messages ; time (sec) ; correct
0.95 ; 2 ; 0.0018074512481689453 ; True
0.9 ; 2 ; 0.0017418861389160156 ; True
0.85 ; 2 ; 0.0017595291137695312 ; True
0.8 ; 2 ; 0.002006053924560547 ; True
0.75 ; 2 ; 0.0017359256744384766 ; True
0.7 ; 2 ; 0.0017635822296142578 ; True
0.65 ; 2 ; 0.0018017292022705078 ; True
0.6 ; 2 ; 0.001840353012084961 ; True
0.55 ; 2 ; 0.0017261505126953125 ; True
0.5 ; 2 ; 0.0017442703247070312 ; True
0.45 ; 3 ; 0.004895210266113281 ; True
0.4 ; 3 ; 0.0030078887939453125 ; True
0.35 ; 3 ; 0.0029790401458740234 ; True
0.3 ; 4 ; 0.006271839141845703 ; True
0.25 ; 5 ; 0.0076215267181396484 ; True
0.2 ; 6 ; 0.010484933853149414 ; True
0.15 ; 7 ; 0.011198043823242188 ; True
0.1 ; 11 ; 0.02254652976989746 ; True
0.05 ; 25 ; 0.1349658966064453 ; True
