epsilon ; nb messages ; time (sec) ; correct
0.5 ; 3 ; 0.010919809341430664 ; True
0.495 ; 3 ; 0.007422208786010742 ; True
0.49 ; 3 ; 0.007357358932495117 ; True
0.485 ; 3 ; 0.007312297821044922 ; True
0.48 ; 3 ; 0.0073354244232177734 ; True
0.475 ; 3 ; 0.00733637809753418 ; True
0.47 ; 3 ; 0.007283687591552734 ; True
0.465 ; 3 ; 0.007014036178588867 ; True
0.46 ; 3 ; 0.007323503494262695 ; True
0.455 ; 3 ; 0.007309913635253906 ; True
0.45 ; 3 ; 0.007242918014526367 ; True
0.445 ; 3 ; 0.007289886474609375 ; True
0.44 ; 3 ; 0.007330417633056641 ; True
0.435 ; 3 ; 0.007317543029785156 ; True
0.43 ; 3 ; 0.007015228271484375 ; True
0.425 ; 3 ; 0.007263660430908203 ; True
0.42 ; 3 ; 0.007310628890991211 ; True
0.415 ; 3 ; 0.007660865783691406 ; True
0.41 ; 3 ; 0.007320880889892578 ; True
0.405 ; 3 ; 0.007204294204711914 ; True
0.4 ; 3 ; 0.007300853729248047 ; True
0.395 ; 3 ; 0.007203817367553711 ; True
0.39 ; 3 ; 0.0073621273040771484 ; True
0.385 ; 3 ; 0.007290363311767578 ; True
0.38 ; 3 ; 0.007269382476806641 ; True
0.375 ; 3 ; 0.007280826568603516 ; True
0.37 ; 3 ; 0.007317066192626953 ; True
0.365 ; 3 ; 0.0072977542877197266 ; True
0.36 ; 3 ; 0.007302999496459961 ; True
0.355 ; 3 ; 0.007207393646240234 ; True
0.35 ; 3 ; 0.007252931594848633 ; True
0.345 ; 4 ; 0.013809442520141602 ; True
0.34 ; 4 ; 0.010598897933959961 ; True
0.335 ; 4 ; 0.009945392608642578 ; True
0.33 ; 4 ; 0.010660171508789062 ; True
0.325 ; 4 ; 0.009914159774780273 ; True
0.32 ; 4 ; 0.009921789169311523 ; True
0.315 ; 4 ; 0.01050424575805664 ; True
0.31 ; 4 ; 0.010959386825561523 ; True
0.305 ; 4 ; 0.01059269905090332 ; True
0.3 ; 4 ; 0.010537385940551758 ; True
0.295 ; 4 ; 0.01069784164428711 ; True
0.29 ; 4 ; 0.009937286376953125 ; True
0.285 ; 4 ; 0.009786605834960938 ; True
0.28 ; 4 ; 0.009910345077514648 ; True
0.275 ; 4 ; 0.00980234146118164 ; True
0.27 ; 4 ; 0.01058816909790039 ; True
0.265 ; 4 ; 0.00993657112121582 ; True
0.26 ; 5 ; 0.017396926879882812 ; True
0.255 ; 5 ; 0.013510465621948242 ; True
0.25 ; 5 ; 0.013362646102905273 ; True
0.245 ; 5 ; 0.013398170471191406 ; True
0.24 ; 5 ; 0.013147115707397461 ; True
0.235 ; 5 ; 0.017619609832763672 ; True
0.23 ; 5 ; 0.013374805450439453 ; True
0.225 ; 5 ; 0.013497114181518555 ; True
0.22 ; 5 ; 0.013086080551147461 ; True
0.215 ; 5 ; 0.013955354690551758 ; True
0.21 ; 6 ; 0.021142959594726562 ; True
0.205 ; 6 ; 0.018021345138549805 ; True
0.2 ; 6 ; 0.01745915412902832 ; True
0.195 ; 6 ; 0.017216205596923828 ; True
0.19 ; 6 ; 0.01731705665588379 ; True
0.185 ; 6 ; 0.017590761184692383 ; True
0.18 ; 7 ; 0.025615692138671875 ; True
0.175 ; 7 ; 0.021635055541992188 ; True
0.17 ; 7 ; 0.02176499366760254 ; True
0.165 ; 7 ; 0.021453857421875 ; True
0.16 ; 7 ; 0.021631240844726562 ; True
0.155 ; 8 ; 0.030124187469482422 ; True
0.15 ; 8 ; 0.026009798049926758 ; True
0.145 ; 8 ; 0.026378154754638672 ; True
0.14 ; 8 ; 0.02788066864013672 ; True
0.135 ; 9 ; 0.03571128845214844 ; True
0.13 ; 9 ; 0.03133869171142578 ; True
0.125 ; 10 ; 0.04195761680603027 ; True
0.12 ; 10 ; 0.037523508071899414 ; True
0.115 ; 10 ; 0.04772686958312988 ; True
0.11 ; 11 ; 0.047988176345825195 ; True
0.105 ; 12 ; 0.05523324012756348 ; True
0.1 ; 12 ; 0.05112290382385254 ; True
0.095 ; 13 ; 0.06588578224182129 ; True
0.09 ; 14 ; 0.07332706451416016 ; True
0.085 ; 15 ; 0.08338260650634766 ; True
0.08 ; 16 ; 0.09595441818237305 ; True
0.075 ; 17 ; 0.10934853553771973 ; True
0.07 ; 18 ; 0.12208032608032227 ; True
0.065 ; 21 ; 0.1762394905090332 ; True
0.06 ; 24 ; 0.24172163009643555 ; True
0.055 ; 27 ; 0.323030948638916 ; True
0.05 ; 29 ; 0.3955519199371338 ; True
0.045 ; 32 ; 0.5105800628662109 ; True
0.04 ; 46 ; 1.4221608638763428 ; True
0.035 ; 100 ; 314.24510860443115 ; False
