epsilon ; nb messages ; time (sec) ; correct
1.0 ; 2 ; 0.008028745651245117 ; True
0.95 ; 2 ; 0.00783538818359375 ; True
0.9 ; 2 ; 0.004626274108886719 ; True
0.85 ; 2 ; 0.0032083988189697266 ; True
0.8 ; 2 ; 0.0027561187744140625 ; True
0.75 ; 2 ; 0.002691984176635742 ; True
0.7 ; 2 ; 0.0027167797088623047 ; True
0.65 ; 2 ; 0.002702951431274414 ; True
0.6 ; 2 ; 0.002679586410522461 ; True
0.55 ; 2 ; 0.002668142318725586 ; True
0.5 ; 3 ; 0.004925251007080078 ; True
0.45 ; 3 ; 0.004921436309814453 ; True
0.4 ; 3 ; 0.004698991775512695 ; True
0.35 ; 3 ; 0.002596616744995117 ; True
0.3 ; 4 ; 0.004100322723388672 ; True
0.25 ; 5 ; 0.006367921829223633 ; True
0.2 ; 6 ; 0.009174823760986328 ; True
0.15 ; 8 ; 0.018434762954711914 ; True
0.1 ; 12 ; 0.06090044975280762 ; True
0.09 ; 13 ; 0.07540082931518555 ; True
0.08 ; 17 ; 0.19197916984558105 ; True
0.07 ; 18 ; 0.23273801803588867 ; True
0.06 ; 23 ; 0.5052874088287354 ; True
0.05 ; 28 ; 0.9662306308746338 ; True
0.04 ; 48 ; 7.914504766464233 ; True
0.03 ; 63 ; 182.32119870185852 ; False
