epsilon ; nb messages ; time (sec) ; correct
1.0 ; 2 ; 0.004593372344970703 ; True
0.95 ; 2 ; 0.003245830535888672 ; True
0.9 ; 2 ; 0.0026535987854003906 ; True
0.85 ; 2 ; 0.0022842884063720703 ; True
0.8 ; 2 ; 0.002111196517944336 ; True
0.75 ; 2 ; 0.001971006393432617 ; True
0.7 ; 2 ; 0.0017535686492919922 ; True
0.65 ; 2 ; 0.0050084590911865234 ; True
0.6 ; 2 ; 0.00347900390625 ; True
0.55 ; 2 ; 0.0028314590454101562 ; True
0.5 ; 3 ; 0.004240512847900391 ; True
0.45 ; 3 ; 0.003433704376220703 ; True
0.4 ; 3 ; 0.003201007843017578 ; True
0.35 ; 3 ; 0.002850055694580078 ; True
0.3 ; 4 ; 0.004119873046875 ; True
0.25 ; 5 ; 0.006348609924316406 ; True
0.2 ; 6 ; 0.009416580200195312 ; True
0.15 ; 8 ; 0.017728567123413086 ; True
0.1 ; 12 ; 0.05777859687805176 ; True
0.09 ; 13 ; 0.07696962356567383 ; True
0.08 ; 16 ; 0.14833331108093262 ; True
0.07 ; 18 ; 0.20345401763916016 ; True
0.06 ; 24 ; 0.5408966541290283 ; True
0.05 ; 30 ; 1.0561695098876953 ; True
0.04 ; 49 ; 4.116925001144409 ; True
0.03 ; 70 ; 9.156559467315674 ; False
