epsilon ; nb messages ; time (sec) ; correct
1.0 ; 2 ; 0.00746464729309082 ; True
0.95 ; 2 ; 0.0032701492309570312 ; True
0.9 ; 2 ; 0.002521991729736328 ; True
0.85 ; 2 ; 0.00212860107421875 ; True
0.8 ; 2 ; 0.00479888916015625 ; True
0.75 ; 2 ; 0.0014193058013916016 ; True
0.7 ; 2 ; 0.001369476318359375 ; True
0.65 ; 2 ; 0.0013391971588134766 ; True
0.6 ; 2 ; 0.0013437271118164062 ; True
0.55 ; 2 ; 0.0013453960418701172 ; True
0.5 ; 3 ; 0.002228260040283203 ; True
0.45 ; 3 ; 0.0022420883178710938 ; True
0.4 ; 3 ; 0.0022902488708496094 ; True
0.35 ; 3 ; 0.0022602081298828125 ; True
0.3 ; 4 ; 0.0032193660736083984 ; True
0.25 ; 5 ; 0.0048182010650634766 ; True
0.2 ; 6 ; 0.005403041839599609 ; True
0.15 ; 8 ; 0.008255243301391602 ; True
0.1 ; 11 ; 0.013812780380249023 ; True
0.09 ; 14 ; 0.021754741668701172 ; True
0.08 ; 17 ; 0.0330662727355957 ; True
0.07 ; 18 ; 0.03818321228027344 ; True
0.06 ; 25 ; 0.08564901351928711 ; True
0.05 ; 30 ; 0.14076447486877441 ; True
0.04 ; 54 ; 0.7805166244506836 ; True
0.03 ; 70 ; 1.6226370334625244 ; False
