epsilon ; nb messages ; time (sec) ; correct
1.0 ; 2 ; 0.0040721893310546875 ; True
0.95 ; 2 ; 0.002913951873779297 ; True
0.9 ; 2 ; 0.0025014877319335938 ; True
0.85 ; 2 ; 0.0021343231201171875 ; True
0.8 ; 2 ; 0.0018463134765625 ; True
0.75 ; 2 ; 0.0016913414001464844 ; True
0.7 ; 2 ; 0.001653909683227539 ; True
0.65 ; 2 ; 0.0014925003051757812 ; True
0.6 ; 2 ; 0.0013873577117919922 ; True
0.55 ; 2 ; 0.0013544559478759766 ; True
0.5 ; 3 ; 0.0053408145904541016 ; True
0.45 ; 3 ; 0.004241466522216797 ; True
0.4 ; 3 ; 0.0034711360931396484 ; True
0.35 ; 3 ; 0.003089427947998047 ; True
0.3 ; 4 ; 0.003607511520385742 ; True
0.25 ; 5 ; 0.008127689361572266 ; True
0.2 ; 6 ; 0.006294965744018555 ; True
0.15 ; 8 ; 0.008052587509155273 ; True
0.1 ; 12 ; 0.01611924171447754 ; True
0.09 ; 13 ; 0.01890087127685547 ; True
0.08 ; 17 ; 0.03448939323425293 ; True
0.07 ; 18 ; 0.03818869590759277 ; True
0.06 ; 25 ; 0.08744359016418457 ; True
0.05 ; 27 ; 0.10816574096679688 ; True
0.04 ; 45 ; 0.5124080181121826 ; True
0.03 ; 70 ; 11.480438470840454 ; False
