epsilon ; nb messages ; time (sec) ; correct
1.0 ; 2 ; 0.009378433227539062 ; True
0.95 ; 2 ; 0.00945591926574707 ; True
0.9 ; 2 ; 0.009329795837402344 ; True
0.85 ; 2 ; 0.009242773056030273 ; True
0.8 ; 2 ; 0.009219646453857422 ; True
0.75 ; 2 ; 0.009348392486572266 ; True
0.7 ; 2 ; 0.009182214736938477 ; True
0.65 ; 2 ; 0.009283781051635742 ; True
0.6 ; 2 ; 0.009186267852783203 ; True
0.55 ; 2 ; 0.010103225708007812 ; True
0.5 ; 3 ; 0.02083897590637207 ; True
0.45 ; 3 ; 0.021013736724853516 ; True
0.4 ; 3 ; 0.02069258689880371 ; True
0.35 ; 3 ; 0.021270036697387695 ; True
0.3 ; 4 ; 0.0328829288482666 ; True
0.25 ; 5 ; 0.056509971618652344 ; True
0.2 ; 6 ; 0.08196067810058594 ; True
0.15 ; 7 ; 0.11634540557861328 ; True
0.1 ; 11 ; 0.3908965587615967 ; True
0.05 ; 24 ; 4.49382758140564 ; True
