epsilon ; nb messages ; time (sec) ; correct
1.0 ; 2 ; 0.009084224700927734 ; True
0.95 ; 2 ; 0.00851750373840332 ; True
0.9 ; 2 ; 0.008501529693603516 ; True
0.85 ; 2 ; 0.008654594421386719 ; True
0.8 ; 2 ; 0.008547067642211914 ; True
0.75 ; 2 ; 0.008780479431152344 ; True
0.7 ; 2 ; 0.00859975814819336 ; True
0.65 ; 2 ; 0.00935673713684082 ; True
0.6 ; 2 ; 0.00849151611328125 ; True
0.55 ; 2 ; 0.008501768112182617 ; True
0.5 ; 3 ; 0.01799178123474121 ; True
0.45 ; 3 ; 0.017293453216552734 ; True
0.4 ; 3 ; 0.017496585845947266 ; True
0.35 ; 3 ; 0.01752471923828125 ; True
0.3 ; 4 ; 0.0256195068359375 ; True
0.25 ; 5 ; 0.039046287536621094 ; True
0.2 ; 6 ; 0.04792976379394531 ; True
0.15 ; 7 ; 0.06185603141784668 ; True
0.1 ; 11 ; 0.06868195533752441 ; True
0.05 ; 25 ; 0.8398959636688232 ; True
